"계정코드별","통화계약구분코드별","항목","단위","2013.01 월","2013.02 월","2013.03 월","2013.04 월","2013.05 월","2013.06 월","2013.07 월","2013.08 월","2013.09 월","2013.10 월","2013.11 월","2013.12 월","2014.01 월","2014.02 월","2014.03 월","2014.04 월","2014.05 월","2014.06 월","2014.07 월","2014.08 월","2014.09 월","2014.10 월","2014.11 월","2014.12 월","2015.01 월","2015.02 월","2015.03 월","2015.04 월","2015.05 월","2015.06 월","2015.07 월","2015.08 월","2015.09 월","2015.10 월","2015.11 월","2015.12 월","2016.01 월","2016.02 월","2016.03 월","2016.04 월","2016.05 월","2016.06 월","2016.07 월","2016.08 월","2016.09 월","2016.10 월","2016.11 월","2016.12 월","2017.01 월","2017.02 월","2017.03 월","2017.04 월","2017.05 월","2017.06 월","2017.07 월","2017.08 월","2017.09 월","2017.10 월","2017.11 월","2017.12 월","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월",
"플라스틱1차제품","원화기준","수입물가지수(기본분류)","2015=100","110.19","112.4","114.01","115.28","114.13","116.66","115.84","114.79","111.73","109.63","109.22","108.59","107.56","108.22","108.19","105.53","103.55","98.33","98.38","98.9","99.66","102.27","104.25","103.47","99.19","97.67","98.93","96.8","97.04","98.9","101.65","104.85","103.64","99.64","99.97","101.73","104.28","105.64","102.12","98.62","100.69","100.6","98.33","101.21","100.83","102.44","105.76","107.64","107.44","103.79","102.88","102.7","102.02","96.16","96.54","96.23","96.29","96.29","94.04","92.39","90.76","91.86","91.21","90.86","91.6","92.99","95.54","95.4","95.36","96.22","96.03","95.55",
"플라스틱1차제품","계약통화기준","수입물가지수(기본분류)","2015=100","116.96","116.96","116.96","116.19","116.19","116.19","116.19","116.19","116.19","116.19","116.19","116.19","114.21","114.21","114.21","114.21","114.21","109.05","109.05","109.05","109.05","109.05","107.62","105.94","102.99","100.54","100.54","100.54","100.54","100.54","100.54","100.54","98.92","98.11","98.11","98.11","98.11","98.11","97.17","97.17","97.17","97.17","97.17","102.93","102.93","102.93","102.93","102.93","102.5","102.5","102.5","102.5","102.5","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21",
"플라스틱1차제품","달러기준","수입물가지수(기본분류)","2015=100","116.96","116.96","116.96","116.19","116.19","116.19","116.19","116.19","116.19","116.19","116.19","116.19","114.21","114.21","114.21","114.21","114.21","109.05","109.05","109.05","109.05","109.05","107.62","105.94","102.99","100.54","100.54","100.54","100.54","100.54","100.54","100.54","98.92","98.11","98.11","98.11","98.11","98.11","97.17","97.17","97.17","97.17","97.17","102.93","102.93","102.93","102.93","102.93","102.5","102.5","102.5","102.5","102.5","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21",
"플라스틱1차제품","원화기준","수입물가지수(기본분류)","2015=100","110.19","112.4","114.01","115.28","114.13","116.66","115.84","114.79","111.73","109.63","109.22","108.59","107.56","108.22","108.19","105.53","103.55","98.33","98.38","98.9","99.66","102.27","104.25","103.47","99.19","97.67","98.93","96.8","97.04","98.9","101.65","104.85","103.64","99.64","99.97","101.73","104.28","105.64","102.12","98.62","100.69","100.6","98.33","101.21","100.83","102.44","105.76","107.64","107.44","103.79","102.88","102.7","102.02","96.16","96.54","96.23","96.29","96.29","94.04","92.39","90.76","91.86","91.21","90.86","91.6","92.99","95.54","95.4","95.36","96.22","96.03","95.55",
"플라스틱1차제품","계약통화기준","수입물가지수(기본분류)","2015=100","116.96","116.96","116.96","116.19","116.19","116.19","116.19","116.19","116.19","116.19","116.19","116.19","114.21","114.21","114.21","114.21","114.21","109.05","109.05","109.05","109.05","109.05","107.62","105.94","102.99","100.54","100.54","100.54","100.54","100.54","100.54","100.54","98.92","98.11","98.11","98.11","98.11","98.11","97.17","97.17","97.17","97.17","97.17","102.93","102.93","102.93","102.93","102.93","102.5","102.5","102.5","102.5","102.5","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21",
"플라스틱1차제품","달러기준","수입물가지수(기본분류)","2015=100","116.96","116.96","116.96","116.19","116.19","116.19","116.19","116.19","116.19","116.19","116.19","116.19","114.21","114.21","114.21","114.21","114.21","109.05","109.05","109.05","109.05","109.05","107.62","105.94","102.99","100.54","100.54","100.54","100.54","100.54","100.54","100.54","98.92","98.11","98.11","98.11","98.11","98.11","97.17","97.17","97.17","97.17","97.17","102.93","102.93","102.93","102.93","102.93","102.5","102.5","102.5","102.5","102.5","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21","96.21",
"타이어및튜브","원화기준","수입물가지수(기본분류)","2015=100","110.86","113.08","109.94","111.9","110.79","115","114.19","113.15","110.15","101.09","100.71","100.13","100.89","99.08","99.05","96.61","94.8","94.28","94.34","94.84","95.56","98.06","101.29","102.14","100.71","99.77","101.06","98.88","99.13","101.02","103.84","100.13","100.61","97.5","97.82","99.54","102.04","103.38","100.9","97.44","102.03","101.94","99.64","96.82","96.46","98","101.18","102.98","103.23","99.72","98.84","98.66","101.86","102.28","102.68","102.68","102.85","102.94","100.48","98.86","97.41","98.79","98.09","97.42","97.56","98.85","101.42","101.09","101.16","101.87","101.47","100.98",
"타이어및튜브","계약통화기준","수입물가지수(기본분류)","2015=100","117.57","117.57","112.7","112.7","112.7","114.46","114.46","114.46","114.46","107.06","107.06","107.06","107.06","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","102.63","102.63","102.63","102.63","102.63","102.63","95.94","95.94","95.94","95.94","95.94","95.94","95.94","95.94","95.94","98.41","98.41","98.41","98.41","98.41","98.41","98.41","98.41","98.41","98.41","98.41","98.41","102.26","102.26","102.26","102.26","102.26","102.55","102.55","102.55","102.34","102.34","102.34","102.11","102.11","102.11","101.96","101.96","101.96","101.96","101.96","101.96",
"타이어및튜브","달러기준","수입물가지수(기본분류)","2015=100","117.57","117.57","112.7","112.7","112.7","114.46","114.46","114.46","114.46","107.06","107.06","107.06","107.06","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","102.63","102.63","102.63","102.63","102.63","102.63","95.94","95.94","95.94","95.94","95.94","95.94","95.94","95.94","95.94","98.41","98.41","98.41","98.41","98.41","98.41","98.41","98.41","98.41","98.41","98.41","98.41","102.26","102.26","102.26","102.59","102.7","102.78","102.73","102.88","103.18","103.4","103.4","103.09","102.42","102.2","102.07","101.89","102.01","101.79","101.59","101.61",
"타이어및튜브","원화기준","수입물가지수(기본분류)","2015=100","110.86","113.08","109.94","111.9","110.79","115","114.19","113.15","110.15","101.09","100.71","100.13","100.89","99.08","99.05","96.61","94.8","94.28","94.34","94.84","95.56","98.06","101.29","102.14","100.71","99.77","101.06","98.88","99.13","101.02","103.84","100.13","100.61","97.5","97.82","99.54","102.04","103.38","100.9","97.44","102.03","101.94","99.64","96.82","96.46","98","101.18","102.98","103.23","99.72","98.84","98.66","101.86","102.28","102.68","102.68","102.85","102.94","100.48","98.86","97.41","98.79","98.09","97.42","97.56","98.85","101.42","101.09","101.16","101.87","101.47","100.98",
"타이어및튜브","계약통화기준","수입물가지수(기본분류)","2015=100","117.57","117.57","112.7","112.7","112.7","114.46","114.46","114.46","114.46","107.06","107.06","107.06","107.06","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","102.63","102.63","102.63","102.63","102.63","102.63","95.94","95.94","95.94","95.94","95.94","95.94","95.94","95.94","95.94","98.41","98.41","98.41","98.41","98.41","98.41","98.41","98.41","98.41","98.41","98.41","98.41","102.26","102.26","102.26","102.26","102.26","102.55","102.55","102.55","102.34","102.34","102.34","102.11","102.11","102.11","101.96","101.96","101.96","101.96","101.96","101.96",
"타이어및튜브","달러기준","수입물가지수(기본분류)","2015=100","117.57","117.57","112.7","112.7","112.7","114.46","114.46","114.46","114.46","107.06","107.06","107.06","107.06","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","102.63","102.63","102.63","102.63","102.63","102.63","95.94","95.94","95.94","95.94","95.94","95.94","95.94","95.94","95.94","98.41","98.41","98.41","98.41","98.41","98.41","98.41","98.41","98.41","98.41","98.41","98.41","102.26","102.26","102.26","102.59","102.7","102.78","102.73","102.88","103.18","103.4","103.4","103.09","102.42","102.2","102.07","101.89","102.01","101.79","101.59","101.61",
"판유리및1차유리제품","원화기준","수입물가지수(기본분류)","2015=100","177.97","173.45","172.64","144.05","132.25","140.1","135.89","142.94","137.06","136.39","133.13","115.18","115.15","112.72","112.56","113.03","111.74","110.85","107.97","107.23","103.61","105.79","101.5","99.59","99.03","99.73","99.51","97.42","96.76","96.17","99.22","102.52","105.44","102.26","99.8","102.15","107.98","112.52","111.62","111.82","114.34","114.95","112.38","109.8","109.27","110.2","112.83","113.24","113.18","109.67","108.71","107.88","106.83","107.5","107.66","107.74","107.67","107.23","104.73","102.89","101.43","103.2","102.87","106.14","106.56","108.13","110.81","110.73","110.68","111.69","111.46","109.89",
"판유리및1차유리제품","계약통화기준","수입물가지수(기본분류)","2015=100","138.97","138.97","138.97","117.22","112.33","112.33","112.33","116.97","116.97","116.97","116.97","105.38","105.22","100.46","100.46","103.69","103.69","103.69","100.61","100.61","100.61","100.61","100.61","100.61","100.61","100.61","100.61","99.97","99.97","99.97","99.97","99.97","99.97","99.97","99.19","99.19","99.19","99.19","99.19","100.07","100.07","100.07","99.79","99.79","99.79","99.43","99.43","99.43","99.01","99.01","99.01","98","98","98","98","98","98","98","98","98","98","98","98","101.78","101.78","101.78","101.78","101.78","101.78","101.78","101.78","100.84",
"판유리및1차유리제품","달러기준","수입물가지수(기본분류)","2015=100","188.86","180.47","177.12","145.13","134.62","139.5","136.33","144.71","142.54","144.55","141.61","123.26","122.28","118.98","118.85","122.36","123.27","122.96","119.71","118.23","113.39","112.81","104.81","101.96","102.84","102.65","101.13","101.17","100.25","97.76","98.13","98.27","100.63","100.7","97.95","98.52","101.6","104.42","106.22","110.17","110.36","111.03","111.05","111.67","111.54","110.72","109.8","108.29","107.97","108.3","108.31","107.67","107.33","107.55","107.29","107.71","107.57","107.14","107.15","107.14","107.5","108.07","108.5","112.39","111.93","111.86","111.59","111.66","111.66","111.66","111.66","110.63",
"유리및유리제품","원화기준","수입물가지수(기본분류)","2015=100","130.78","129.47","130.67","121.26","116.01","118.76","115.86","117.91","113.87","112.36","110.68","103.53","103.89","103.64","103.56","102.26","100.86","100.25","99.11","99.06","97.78","99.87","99.71","99.35","98.64","99.34","99.46","97.44","97.01","96.91","99.76","102.84","104.79","101.44","100.2","102.19","107.08","110.58","109.35","108.22","110.93","113.12","112.02","111.01","110.21","100.98","101.63","100.52","98.21","96.48","93.79","94.36","92.89","93.8","93.36","94.14","93.74","92.24","90.21","88.52","87.63","88.89","88.17","89.24","89.82","90.58","92.69","92.67","92.64","93.18","93.57","92.62",
"유리및유리제품","계약통화기준","수입물가지수(기본분류)","2015=100","119.79","119.48","120.21","110.92","108.72","107.26","106.65","108.5","108.29","107.93","107.82","102.75","102.7","101.04","101.04","102.16","102.16","102.16","100.81","100.81","100.63","100.63","100.63","100.63","100.63","100.63","100.63","100.14","100.14","100.05","100.05","100.02","99.73","99.43","99.33","99.21","99.21","99.06","98.98","99.1","99.1","99.1","99.31","99.31","99.31","90.32","89.47","89.08","86.63","87.42","85.67","84.97","85.17","85.03","85.06","84.78","84.78","84.49","84.49","84.34","84.69","84.8","84.5","85.92","86.01","85.61","85.61","85.68","85.68","85.49","86.01","85.51",
"유리및유리제품","달러기준","수입물가지수(기본분류)","2015=100","138.8","134.72","134.06","122.2","118.1","118.27","116.22","119.36","118.42","119.09","117.74","110.78","110.33","109.4","109.35","110.7","111.26","111.19","109.88","109.23","107","106.5","102.95","101.72","102.43","102.25","101.08","101.19","100.51","98.51","98.66","98.59","100","99.89","98.34","98.56","100.74","102.64","104.05","106.61","107.06","109.23","110.67","112.9","112.51","101.46","98.9","96.12","93.69","95.27","93.44","94.17","93.32","93.84","93.06","94.12","93.65","92.15","92.3","92.18","92.87","93.09","92.99","94.5","94.35","93.73","93.34","93.46","93.46","93.16","93.74","93.26",
"유리및유리제품","원화기준","수입물가지수(기본분류)","2015=100","130.78","129.47","130.67","121.26","116.01","118.76","115.86","117.91","113.87","112.36","110.68","103.53","103.89","103.64","103.56","102.26","100.86","100.25","99.11","99.06","97.78","99.87","99.71","99.35","98.64","99.34","99.46","97.44","97.01","96.91","99.76","102.84","104.79","101.44","100.2","102.19","107.08","110.58","109.35","108.22","110.93","113.12","112.02","111.01","110.21","100.98","101.63","100.52","98.21","96.48","93.79","94.36","92.89","93.8","93.36","94.14","93.74","92.24","90.21","88.52","87.63","88.89","88.17","89.24","89.82","90.58","92.69","92.67","92.64","93.18","93.57","92.62",
"유리및유리제품","계약통화기준","수입물가지수(기본분류)","2015=100","119.79","119.48","120.21","110.92","108.72","107.26","106.65","108.5","108.29","107.93","107.82","102.75","102.7","101.04","101.04","102.16","102.16","102.16","100.81","100.81","100.63","100.63","100.63","100.63","100.63","100.63","100.63","100.14","100.14","100.05","100.05","100.02","99.73","99.43","99.33","99.21","99.21","99.06","98.98","99.1","99.1","99.1","99.31","99.31","99.31","90.32","89.47","89.08","86.63","87.42","85.67","84.97","85.17","85.03","85.06","84.78","84.78","84.49","84.49","84.34","84.69","84.8","84.5","85.92","86.01","85.61","85.61","85.68","85.68","85.49","86.01","85.51",
"유리및유리제품","달러기준","수입물가지수(기본분류)","2015=100","138.8","134.72","134.06","122.2","118.1","118.27","116.22","119.36","118.42","119.09","117.74","110.78","110.33","109.4","109.35","110.7","111.26","111.19","109.88","109.23","107","106.5","102.95","101.72","102.43","102.25","101.08","101.19","100.51","98.51","98.66","98.59","100","99.89","98.34","98.56","100.74","102.64","104.05","106.61","107.06","109.23","110.67","112.9","112.51","101.46","98.9","96.12","93.69","95.27","93.44","94.17","93.32","93.84","93.06","94.12","93.65","92.15","92.3","92.18","92.87","93.09","92.99","94.5","94.35","93.73","93.34","93.46","93.46","93.16","93.74","93.26",
"석제품","원화기준","수입물가지수(기본분류)","2015=100","100.77","104.24","103.54","106.4","105.17","108.62","107.22","107.54","104.69","104.32","103.19","103.61","104.06","104.82","105.66","102.97","100.63","99.72","99.57","99.17","98.26","99.85","102.21","102.4","97.85","97.36","96.2","95.06","97.1","99.15","100.86","104.97","106.19","102.84","99.87","102.56","106.25","108.53","106.28","104.79","106.84","106.1","103.31","100.95","100.57","100.78","103.12","103.85","104.43","101.05","100.31","100.54","101.28","103.72","106.96","107.83","108.26","109.37","106.67","106.31","106.79","108.67","107.9","106.88","105.97","111.77","114.92","113.29","113.58","118.15","117.34","117.25",
"석제품","계약통화기준","수입물가지수(기본분류)","2015=100","97.25","98.24","98.24","98.89","98.89","98.79","98.79","98.79","98.79","98.79","98.79","98.79","98.79","98.79","98.79","98.79","98.79","99.07","99.07","99.07","99.07","99.07","99.07","99.07","99.07","99.07","99.07","100.31","100.31","100.31","100.31","100.31","100.31","100.31","100.31","100.31","101.44","100.83","100.83","101.53","101.53","101.15","101.45","101.45","101.45","100.77","100.77","100.77","100.77","100.77","100.77","101.09","101.09","102.45","104.14","104.14","104.14","105.76","105.76","106.88","107.92","107.92","107.92","107.51","107.51","112.31","112.31","111.4","111.4","115.47","115.47","115.91",
